NO_SUBSTANCIA;TP_SUBSTANCIA;NU_LMR;CO_MONOGRAFIA;DS_INGREDIENTE_ATIVO;NU_CAS;ST_AUTORIZADO;NO_CULTURA;TIPO_LIMITE;NO_VALOR_REFERENCIA;NO_UNIDADE_MEDIDA;DS_ATO_LEGAL;DT_INICIO_VIGENCIA;DT_FIM_VIGENCIA
TEFLUBENZUROM;Quimico;1.500;T33;TEFLUBENZUROM;83121180;SIM;Sorgo;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE N° 3.393, DE 03 DE SETEMBRO DE 2014;04/09/2014 00:00:00.000000;
TEFLUBENZUROM;Quimico;1.000;T33;TEFLUBENZUROM;83121180;SIM;Uva;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE N° 870, DE 7 DE ABRIL DE 2016;11/04/2016 00:00:00.000000;
Tepraloxidim;Quimico;2.000;T50;Tepraloxidim;149979419;SIM;Soja;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TETRACONAZOL;Quimico;0.200;T46;TETRACONAZOL;112281773;SIM;Feijão;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TETRACONAZOL;Quimico;0.100;T46;TETRACONAZOL;112281773;SIM;Manga;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TETRACONAZOL;Quimico;0.100;T46;TETRACONAZOL;112281773;SIM;Soja;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO 54/ANVISA 2004;22/03/2004 00:00:00.000000;
TETRACONAZOL;Quimico;0.300;T46;TETRACONAZOL;112281773;SIM;Uva;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TIABENDAZOL;Quimico;0.100;T12;TIABENDAZOL;148798;SIM;Girassol;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TIAMETOXAM;Quimico;0.020;T48;TIAMETOXAM;153719234;SIM;Abacaxi;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
TIAMETOXAM;Quimico;0.050;T48;TIAMETOXAM;153719234;SIM;Alface;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;12/12/2012 00:00:00.000000
TIAMETOXAM;Quimico;1.000;T48;TIAMETOXAM;153719234;SIM;Alface;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE N° 5.241, DE 12 DE DEZEMBRO DE 2012;13/12/2012 00:00:00.000000;
TIAMETOXAM;Quimico;0.020;T48;TIAMETOXAM;153719234;SIM;Cana-de-açúcar;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 166, DE 20 DE JANEIRO DE 2010;22/01/2010 00:00:00.000000;31/01/2012 00:00:00.000000
TRIFLOXISTROBINA;Quimico;2.000;T54;TRIFLOXISTROBINA;141517217;SIM;Acelga;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
TRIFLOXISTROBINA;Quimico;0.500;T54;TRIFLOXISTROBINA;141517217;SIM;Ameixa;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
TRIFLOXISTROBINA;Quimico;0.100;T54;TRIFLOXISTROBINA;141517217;SIM;Beterraba;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
TRIFLOXISTROBINA;Quimico;0.020;T54;TRIFLOXISTROBINA;141517217;SIM;Cebola;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 225, DE 26 DE JANEIRO DE 2005;27/01/2005 00:00:00.000000;
TRIFLOXISTROBINA;Quimico;0.200;T54;TRIFLOXISTROBINA;141517217;SIM;Chuchu;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
TRIFLOXISTROBINA;Quimico;0.050;T54;TRIFLOXISTROBINA;141517217;SIM;Maçã;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;05/05/2020 00:00:00.000000
TRIFLOXISTROBINA;Quimico;2.000;T54;TRIFLOXISTROBINA;141517217;SIM;Mostarda;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
TRIFLOXISTROBINA;Quimico;0.500;T54;TRIFLOXISTROBINA;141517217;SIM;Nêspera;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
TRIFLOXISTROBINA;Quimico;0.100;T54;TRIFLOXISTROBINA;141517217;SIM;Rabanete;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO - RE Nº 663, DE 11 DE MARÇO DE 2016;14/03/2016 00:00:00.000000;
TRIFLUMIZOL;Quimico;0.050;T36;TRIFLUMIZOL;68694111;SIM;Maçã;Limite máximo;Limite Máximo de Resíduo;MILIGRAMA/KILOGRAMA  ;RESOLUÇÃO-RE Nº 165, DE 29 DE AGOSTO DE 2003;02/09/2003 00:00:00.000000;
